¬˜∑Æπ¯»£,Ω¬¬˜Ω√∞£,Ω¬¬˜X¡¬«•,Ω¬¬˜Y¡¬«•,ø‰¿œ,≥Øææ
zixghz,2023-04-04 02:33:40,127.39724188,36.33100963,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 02:50:51,127.38925755,36.3523242,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 03:16:29,127.38672825,36.35033896,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 03:28:55,127.36974552,36.35080476,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 05:39:23,127.38919908,36.33814321,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 06:03:14,127.38495759,36.33904259,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 06:16:15,127.3858359,36.34096025,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 06:33:18,127.37285589,36.32030373,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 06:58:08,127.35318741,36.3576666,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 07:13:52,127.37785692,36.34342224,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 07:26:53,127.40702779,36.31731206,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 08:07:04,127.40030821,36.39966181,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 08:15:51,127.38620685,36.42012585,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 08:36:00,127.43303208,36.45237686,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 08:48:52,127.41574768,36.44676857,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 09:00:41,127.38792176,36.42911414,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 09:17:55,127.38169216,36.41914662,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 09:36:49,127.42214366,36.45196529,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 10:09:50,127.41227846,36.35215238,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 11:16:32,127.37958989,36.32273608,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 11:38:49,127.39330306,36.36234157,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 11:53:57,127.42670455,36.32723996,Tuesday,ø¬»Â∏≤
zixghz,2023-04-04 12:16:23,127.45701864,36.30116171,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 12:36:37,127.45466556,36.33172665,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 12:51:25,127.43080522,36.3305226,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 13:02:05,127.38673931,36.35205653,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 13:22:07,127.41900917,36.332706,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 13:40:42,127.44790924,36.33627064,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 14:04:30,127.38715629,36.34215852,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 14:19:12,127.39021403,36.35029221,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 14:42:04,127.38007938,36.30073246,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 15:03:01,127.37336004,36.34666331,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 15:12:10,127.37073542,36.33422167,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 15:29:56,127.33425721,36.34844994,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 15:49:08,127.38800503,36.35128389,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 16:15:58,127.38373673,36.34311241,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 18:07:09,127.39939924,36.35115077,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 18:31:20,127.43695807,36.35143162,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 18:49:47,127.44676717,36.33556919,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 18:56:20,127.43213482,36.33101724,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 19:41:34,127.31902623,36.30441493,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 20:01:58,127.33920716,36.32605464,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 20:24:38,127.38923312,36.35099682,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 20:36:02,127.39595308,36.34038281,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 20:44:50,127.40773719,36.33349061,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 20:57:53,127.39104393,36.34481233,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 21:09:07,127.38925256,36.33442194,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 21:15:52,127.40742828,36.32097165,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 21:29:40,127.37026092,36.30798698,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 21:40:44,127.37568376,36.32007473,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 21:50:58,127.37004287,36.31686969,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 22:19:19,127.38293553,36.34858976,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 22:34:11,127.39217648,36.31886747,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 22:44:15,127.41111321,36.32341254,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 23:03:09,127.33913864,36.37016542,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 23:24:26,127.39188991,36.31813972,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 23:30:54,127.39893511,36.32875421,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 23:36:01,127.38462571,36.33473982,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-04 23:55:14,127.33686884,36.35503863,Tuesday,∫∏≈Î ∫Ò
zixghz,2023-04-05 00:01:53,127.36367426,36.35615787,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 00:11:33,127.3952633,36.35955358,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 00:24:27,127.37199319,36.34571048,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 00:33:25,127.37747721,36.36224073,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 00:49:03,127.39037129,36.34670029,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 01:04:18,127.43244919,36.3524187,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 01:12:00,127.42689981,36.35121801,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 01:34:13,127.37841925,36.31232344,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 02:02:05,127.43095253,36.32701255,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 02:26:22,127.33667363,36.30056912,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 02:58:35,127.37944526,36.35306792,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 03:10:23,127.38033986,36.35461922,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 03:23:44,127.34690554,36.35751555,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 03:33:18,127.37641722,36.35204958,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 03:43:12,127.38635807,36.34670941,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 04:02:54,127.43669369,36.35193246,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 06:43:33,127.39505005,36.33724207,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 07:00:57,127.43715987,36.3586856,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 07:26:06,127.42359338,36.44136953,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 07:48:21,127.39532612,36.4387992,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 08:06:38,127.39681117,36.41861509,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 08:33:27,127.43174479,36.33087463,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 08:43:33,127.41649724,36.33982376,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 09:03:03,127.41566119,36.33493802,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 09:13:14,127.41485383,36.33355365,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 09:51:00,127.31409716,36.36774726,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 10:30:49,127.37662269,36.3543899,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 10:45:17,127.36997451,36.32251204,Wednesday,Ω« ∫Ò
zixghz,2023-04-05 13:07:04,127.39000855,36.32126607,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 13:28:09,127.36850544,36.31744425,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 13:45:27,127.38210734,36.33700003,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 14:00:39,127.3873638,36.35874964,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 14:22:59,127.34829868,36.35652475,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 14:33:27,127.37019412,36.35851817,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 14:58:44,127.37821298,36.36916292,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 15:04:31,127.3773956,36.36224155,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 15:21:57,127.37053979,36.34009349,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 15:49:55,127.4253507,36.33711852,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 16:01:31,127.41396022,36.33569709,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 16:28:01,127.38518156,36.30456204,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 16:37:14,127.41031323,36.31141609,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 17:57:36,127.39589032,36.35359208,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 18:08:29,127.39289864,36.37574576,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 18:30:03,127.34986048,36.38649914,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 18:54:40,127.34945199,36.35651808,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 19:09:08,127.37736241,36.35785791,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 19:22:06,127.36485824,36.3510106,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 19:34:58,127.38229471,36.37428779,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 19:58:55,127.3788957,36.35193438,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 20:07:48,127.34456313,36.34026922,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 20:24:15,127.35690013,36.36279558,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 20:38:04,127.39351302,36.37593792,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 20:52:23,127.34310182,36.35789622,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 21:01:22,127.3771887,36.35177208,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 21:13:59,127.37104018,36.32283673,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 21:37:33,127.38297848,36.35493241,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 22:00:55,127.40881498,36.34271113,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 22:11:11,127.42572687,36.35903457,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 22:30:45,127.4329157,36.33190369,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 22:49:14,127.41221761,36.438188,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 22:54:58,127.39215772,36.42607046,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 23:10:58,127.38650631,36.43282431,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 23:23:51,127.40392086,36.39966167,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 23:34:47,127.39350854,36.37520674,Wednesday,ø¬»Â∏≤
zixghz,2023-04-05 23:48:35,127.40300072,36.38614922,Wednesday,ø¬»Â∏≤
zixghz,2023-04-06 00:14:17,127.4328969,36.33190369,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 00:25:26,127.38756611,36.35128507,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 00:31:37,127.3693553,36.34799038,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 00:55:56,127.35021164,36.3051035,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 01:16:57,127.33826846,36.35979859,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 01:40:43,127.41289997,36.33061119,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 01:52:04,127.37243824,36.34595395,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 02:07:42,127.40490414,36.40069443,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 02:36:50,127.39175048,36.42408696,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 03:01:15,127.38819826,36.42617485,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 03:41:57,127.375394,36.35066441,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 04:03:44,127.38112525,36.35357516,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 04:21:51,127.35250575,36.30624177,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 04:36:42,127.38455959,36.34275368,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 06:04:10,127.3928889,36.34570235,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 06:19:32,127.37007102,36.35465076,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 06:39:06,127.36661291,36.35458258,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 06:53:15,127.37523062,36.34993699,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 07:00:54,127.3785256,36.33984614,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 07:27:05,127.39196443,36.42614878,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 07:37:36,127.39774628,36.40130832,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 07:57:10,127.38191512,36.41905917,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 08:05:17,127.38695296,36.4366124,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 08:20:02,127.4083816,36.44715294,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 08:27:49,127.431454,36.44968307,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 08:43:23,127.38732117,36.43256081,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 08:55:26,127.38812085,36.43672925,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 09:11:50,127.4089609,36.39934592,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 09:44:26,127.33560507,36.34449907,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 11:19:53,127.38143602,36.32717724,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 11:41:05,127.38211413,36.35357518,Thursday,ø¬»Â∏≤
zixghz,2023-04-06 12:00:16,127.37937289,36.31467599,Thursday,Ω« ∫Ò
zixghz,2023-04-06 12:24:10,127.45106335,36.34598818,Thursday,Ω« ∫Ò
zixghz,2023-04-06 12:34:28,127.44923235,36.3385239,Thursday,Ω« ∫Ò
zixghz,2023-04-06 12:48:28,127.42573761,36.34089956,Thursday,Ω« ∫Ò
zixghz,2023-04-06 13:06:30,127.39350975,36.37535045,Thursday,Ω« ∫Ò
zixghz,2023-04-06 13:20:27,127.38044593,36.35584073,Thursday,Ω« ∫Ò
zixghz,2023-04-06 13:40:42,127.43230687,36.33193924,Thursday,Ω« ∫Ò
zixghz,2023-04-06 14:14:31,127.3460489,36.38476143,Thursday,Ω« ∫Ò
zixghz,2023-04-06 14:59:26,127.3899078,36.35127821,Thursday,Ω« ∫Ò
zixghz,2023-04-06 15:20:41,127.4155891,36.33297356,Thursday,Ω« ∫Ò
zixghz,2023-04-06 15:39:24,127.40091807,36.36763083,Thursday,Ω« ∫Ò
zixghz,2023-04-06 16:04:56,127.34113434,36.35307873,Thursday,Ω« ∫Ò
zixghz,2023-04-06 16:25:31,127.38672824,36.35054135,Thursday,Ω« ∫Ò
zixghz,2023-04-06 16:35:55,127.37900528,36.34656669,Thursday,Ω« ∫Ò
zixghz,2023-04-06 16:57:49,127.34979645,36.32091187,Thursday,Ω« ∫Ò
zixghz,2023-04-06 17:58:22,127.40435125,36.34777698,Thursday,Ω« ∫Ò
zixghz,2023-04-06 18:30:56,127.37770294,36.34720276,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 18:44:22,127.39025267,36.35916235,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 19:15:32,127.38294332,36.34571064,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 19:33:33,127.43036457,36.34613781,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 19:49:33,127.41161675,36.32321774,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 20:06:07,127.37892268,36.35197435,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 20:14:51,127.39062857,36.33694049,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 20:38:18,127.31827018,36.29827675,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 20:56:03,127.35497154,36.30623204,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 21:12:13,127.39412215,36.32406551,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 21:21:14,127.39589805,36.31244276,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 21:37:46,127.43281008,36.33190369,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 21:54:11,127.46207984,36.33233961,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 22:04:29,127.43931955,36.31828577,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 22:20:34,127.44519356,36.33412194,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 22:33:13,127.42886458,36.37112967,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 22:40:44,127.43763147,36.35019413,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 22:57:13,127.43287175,36.33190369,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 23:19:50,127.3421051,36.3558289,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 23:38:24,127.34037266,36.37035531,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-06 23:52:31,127.34183063,36.35491276,Thursday,±∏∏ß¡∂±›
zixghz,2023-04-07 00:05:08,127.30909229,36.35706757,Friday,∏º¿Ω
zixghz,2023-04-07 00:16:26,127.34485162,36.35852713,Friday,∏º¿Ω
zixghz,2023-04-07 00:25:41,127.34180373,36.35377429,Friday,∏º¿Ω
zixghz,2023-04-07 00:53:18,127.37771906,36.35008375,Friday,∏º¿Ω
zixghz,2023-04-07 01:07:17,127.3889701,36.34901195,Friday,∏º¿Ω
